License No.,Company Name,Dispensing or not?,Schedule of Chm (S1/S2),Company Address,External Packing,Revised Date
CR-2003-01563,WING CHEONG MARINE PRODUCT,No,S2,"FLAT D, G/F, MUI FONG BUILDING, 26 MUI FONG STREET, SAI YING PUN, HONG KONG",No,2017-10-06
CR-2003-01566,PAK SHING TONG (O/B PAK SHING TONG GINSENG COMPANY LIMITED),No,S2,"SHOP 916A, LEVEL 9, TIMES SQUARE, CAUSEWAY BAY, HONG KONG",No,2017-10-06
CR-2003-01576,BUDDHIST VASSAR CHINESE MEDICAL COLLEGE LIMITED,Yes,S2,"SHOP B82, GOODRICH SHOPPING ARCADE, GOODRICH GDN, TUEN MUN, N.T.",No,2017-10-06
CR-2003-01579,BUDDHIST VASSAR CHINESE MEDICAL COLLEGE LIMITED,Yes,S2,"1/F, WING HING MANSION, 6-12 SPRING GARDEN LANE, WAN CHAI, HONG KONG",No,2017-10-06
CR-2003-01586,WONG CHUN KIT SANATORIUM,Yes,S2,"FLAT/RM 21, G/F, KING'S CENTRE, NO 193-209 KING'S ROAD, NORTH POINT, HONG KONG",No,2017-10-06
CR-2003-01587,YAN YAN MEDICINE CO.,Yes,S1 & S2,"10, G/F, MAN HING LAU, TAI HANG SAI, KOWLOON",No,2017-10-06
CR-2003-01590,WANG FAI MEDICINE COMPANY,Yes,S2,"G/F, 44 SHUNG LING ST, SAN PO KONG, KOWLOON",No,2017-10-06
CR-2003-01596,EU YAN SANG (O/B EU YAN SANG (HONG KONG) LIMITED),No,S2,"UNIT NO.102, 1/F, MARINA SQUARE WEST COMMERCIAL BLOCK, SOUTH HORIZONS, AP LEI CHAU, HONG KONG",No,2017-10-06
CR-2003-01600,ADAM & BRANDA HERBS SPECIALISTS,Yes,S1 & S2,"SHOP 2A, G/F, FANLING CENTRE PHASE I, FANLING, N.T.",No,2017-10-06
CR-2003-01617,CITY ONE PHARMACEUTICAL CO.,Yes,S2,"FLAT/RM 88, G/F, 88 PAK WO RD, FANLING, N.T.",No,2017-10-06
CR-2003-01618,HENG HING DISPENSARY (O/B BEST TREE LIMITED),Yes,S2,"SHOP 2-3, G/F & COCKLOFT, KWONG WAH PLAZA, 11 TAI TONG RD, YUEN LONG, N.T.",No,2017-10-06
CR-2003-01623,CHEE WO MEDICAL CO.,Yes,S2,"G/F, CHEUNG ON BUILDING, 121 PEI HO STREET, KLN",No,2017-10-06
CR-2003-01628,MODERN TCM LIMITED,Yes,S1 & S2,"RM 611-2, 6/F, MELBOURNE PLAZA, 33 QUEEN'S ROAD C, CENTRAL, HONG KONG",No,2017-10-06
CR-2003-01631,HOME CARE MEDICAL SUPPLIES CO.,Yes,S1 & S2,"FLAT/RM 1B, 2/F, FANLING TOWN CENTRE, FANLING, N.T.",No,2017-10-06
CR-2003-01633,KAM ON GINSENG MEDICINE HONG,Yes,S2,"FLAT/RM 105, G/F, BLK 19, LOWER SHEK KIP MEI EST, KOWLOON",No,2017-10-06
CR-2003-01634,WO HING LUNG FOOD CO.,No,S2,"D-3, LEE YIP LAU, SHUN LEE ESTATE, KOWLOON",No,2017-10-06
CR-2003-01635,"ON TAI SWALLOW'S NEST CO., LIMITED",No,S2,"SHOP A, G/F, 139-143 WING LOK STREET, SHEUNG WAN, HONG KONG",No,2017-10-06
CR-2003-01641,EU YAN SANG (O/B EU YAN SANG (HONG KONG) LIMITED),No,S2,"SHOP 1061, LEVEL 1, D. PARK, 398 CASTLE PEAK ROAD, TSUEN WAN, N.T.",No,2017-10-06
CR-2003-01643,CHENG CHUEN FUN BONE SETTER,Yes,S2,"SHOP NO 3, G/F, 30 NGA TSIN WAI RD, KOWLOON CITY, KOWLOON",No,2017-10-06
CR-2003-01644,EU YAN SANG (O/B EU YAN SANG (HONG KONG) LIMITED),Yes,S2,"SHOP NO. 403A, LEVEL 4, LANDMARK NORTH, SHEK WU HUI, SHEUNG SHUI, N.T.",No,2017-10-06
CR-2003-01646,WUI CHUN YUEN MEDICINE CO.,Yes,S1 & S2,"324, 334 & 335, L4/F, SCENEWAY PLAZA, SCENEWAY GARDEN, 8 SCENEWAY ROAD, LAM TIN, KOWLOON",No,2017-10-06
CR-2003-01647,EU YAN SANG (O/B EU YAN SANG (HONG KONG) LIMITED),No,S2,"SHOP G, G/F, MAJESTIC HOUSE, NO 80 NATHAN ROAD, KOWLOON",No,2017-10-06
CR-2003-01649,EU YAN SANG (O/B EU YAN SANG (HONG KONG) LIMITED),Yes,S2,"SHOP 202, LEVEL 2, EAST POINT CITY, 8 CHUNG WA RD, TSEUNG KWAN O, N.T.",No,2017-10-06
CR-2003-01651,EU YAN SANG (O/B EU YAN SANG (HONG KONG) LIMITED),No,S2,"G/F, 192 LAI CHI KOK RD, KOWLOON",No,2017-10-06
CR-2003-01653,HUNG KEE CHINESE HERBALISTS,Yes,S1 & S2,"FLAT/RM G42, G/F, MIDLAND PLAZA, 328 QUEEN'S ROAD CENTRAL, HONG KONG",No,2017-10-06
CR-2003-01659,SHUN WO MEDICINE CO.,Yes,S2,"NO A367, 1/F, NGAU TAU KOK MARKET, KOWLOON",No,2017-10-06
CR-2003-01667,TAK SHING TONG MED. CO.,No,S2,"FLAT/RM E, 1/F, WALTON EST BLK B SHOPPING ARCADE, 341-343 CHAI WAN ROAD, CHAI WAN, HK",No,2017-10-06
CR-2003-01668,YUE ON TON HERBALIST,Yes,S1 & S2,"SHOP 219, 3/F, RICHLAND GARDENS SHOPPING CENTRE, RICHLAND GARDENS, KOWLOON BAY, KOWLOON",No,2017-10-06
CR-2003-01669,BUDDHIST VASSAR CHINESE MEDICAL COLLEGE LIMITED,Yes,S1 & S2,"FLAT/RM C & D, 3/F, PARKES BLDG, 17-23 PARKES ST, TSIM SHA TSUI, KOWLOON",No,2017-10-06
CR-2003-01672,KUNG KEE HONG WING HING,No,S2,"FLAT/RM A, 2/F, SHING PO BLDG, 16-20 KO SHING ST, SHEUNG WAN, HONG KONG",No,2017-10-06
CR-2003-01675,CHUN PO HERBS SHOP,Yes,S1 & S2,"SHOP MN3-MN4, MN11-MN12, ELECTRIC ROAD MARKET, 229 ELECTRIC ROAD, NORTH POINT, HONG KONG",No,2017-10-06
CR-2003-01676,WO HING,No,S2,"G/F, 14 WILMER ST, HONG KONG",No,2017-10-06
CR-2003-01677,TAI CHEONG HONG,No,S2,"BLK C, 1/F, 9-11 BONHAM STRAND W, HONG KONG",No,2017-10-06
CR-2003-01678,WAI SAM TONG,Yes,S2,"SHOP 106, 1/F, RICHLAND GARDENS SHOPPING CTR, 80 WANG KWONG RD, KOWLOON BAY, KOWLOON",No,2017-10-06
CR-2003-01681,JOHNSON PHARMACY (O/B FAIR CHANNEL DEVELOPMENT LIMITED),Yes,S1 & S2,"FLAT/RM 9, G/F, COMMERCIAL CTR, FU HENG ESTATE, TAI PO, N.T.",No,2017-10-06
CR-2003-01682,"KAI TAI CHINESE MEDICINE (HOLDINGS) CO., LIMITED",No,S2,"STALL C, 2/F, PHASE I, KINGSWOOD GINZA, KINGSWOOD VILLA, TIN SHUI WAI, N.T.",No,2017-10-06
CR-2003-01683,"S.C. EON PHARMACY CO., LIMITED",Yes,S1 & S2,"SHOP NO.A, G/F, SITE 1, CHARMING GARDEN, NO.16 HOI TING ROAD, KOWLOON",No,2017-10-06
CR-2003-01686,CHUNG YUEN GINSENG & MEDICINE CO.,Yes,S2,"FLAT/RM 10, G/F, MING TAK SHOPPING CENTRE, MING TAK ESTATE, TSEUNG KWAN O, N.T.",No,2017-10-06
CR-2003-01689,TIM KEE,No,S2,"STALL NO S80-81, 1/F, UC COMPLEX, 338 CHAI WAN RD, HONG KONG",No,2017-10-06
CR-2003-01694,HUNG CHEONG DRIED SEAFOOD,No,S2,"G/F, 1 WAH CHI PATH, NGAU CHI WAN, KOWLOON",No,2017-10-06
CR-2003-01698,LOONG FUNG MEDICINE & SWALLOW CO.,No,S2,"UNIT B, 4TH FLOOR, CHUNG PONT COMMERCIAL BUILDING, 300 HENNESSY ROAD, WAN CHAI, HK",No,2017-10-06
CR-2003-01702,EU YAN SANG (O/B EU YAN SANG (HONG KONG) LIMITED),Yes,S2,"SHOP 335, LEVEL 3, PLAZA HOLLYWOOD, 3 LUNG POON ST, DIAMOND HILL, KOWLOON",No,2017-10-06
CR-2003-01703,EU YAN SANG (O/B EU YAN SANG (HONG KONG) LIMITED),Yes,S2,"G/F, EU YAN SANG TOWER, 11-15 CHATHAM RD SOUTH, KOWLOON",No,2017-10-06
CR-2003-01711,EU YAN SANG (O/B EU YAN SANG (HONG KONG) LIMITED),Yes,S2,"SHOP 315, 3/F, MARITIME SQUARE, 33 TSING KING RD, TSING YI, N.T.",No,2017-10-06
CR-2003-01715,CHARN KEE SEA PRODUCTS & ASSORTED DRY FOODS,No,S2,"G/F, 11 TSUN FU ST, SHEUNG SHUI, N.T.",No,2017-10-06
CR-2003-01718,TIN TAK MEDICINE CO.,Yes,S2,"FLAT/RM 43-A, G/F, SUN KING HOUSE, WO FUNG ST, LUEN WO MKT, FANLING, N.T.",No,2017-10-06
CR-2003-01721,SUN FAI SEA FOOD CO.,No,S2,"STALL NO. SD137-138, LUEN WO HUI MARKET, FANLING, N.T.",No,2017-10-06
CR-2003-01723,LE FINE MEDICINE COMPANY,No,S2,"SHOP 57, 65, G/F, MAN BO BUILDING, 2 TSING HOI CIRCUIT, TUEN MUN, N.T.",No,2017-10-06
CR-2003-01725,WING CHEONG MEDICINE CO.,Yes,S1 & S2,"SHOP 216, SIU HONG CRT SHOPPING COMPLEX, TUEN MUN, N.T.",No,2017-10-06
CR-2003-01726,HING SHING MEDICINE CO.,Yes,S1 & S2,"G/F, NO 4, KWAI YIU HSE, LAI YIU EST, N.T.",No,2017-10-06
CR-2003-01729,YIM CHUN TAK HERBALIST,Yes,S1 & S2,"17 BOR TEI ROAD, KAM TIN, YUEN LONG, N.T.",No,2017-10-06
CR-2003-01730,USEFUL CHINESE HERBS COMPANY,Yes,S2,"STALL 6A, YAU TONG MARKET, G/F, LEI YUE MUN PLAZA, PHASE 5, YAU TONG EST, 80 LEI YUE MUN RD, KOWLOON",No,2017-10-06
CR-2003-01731,CHEONG WAN MEDICINE HONG,Yes,S2,"SHOP 68A, 1/F, FORTUNE PLAZA, TAI PO, N.T.",No,2017-10-06
CR-2003-01734,EVER-BEST DRUG STORE (O/B SINO GLAMOUR LIMITED),Yes,S1 & S2,"G/F, 16 WAN FUNG STREET, FUNG WONG NEW VILLAGE, KOWLOON",No,2017-10-06
CR-2003-01737,TAI TUNG ON MEDICINE SHOP,Yes,S1 & S2,"FLAT/RM 109, G/F, BLK 19, SHEK KIP MEI ESTATE, SHEK KIP MEI STREET, SHEK KIP MEI, KOWLOON",No,2017-10-06
CR-2003-01740,KUNG SHUNG MEDICINE CO.,Yes,S2,"SHOP 6, G/F, HONG FOOK BDG, 28A SHUN NING RD, SHAM SHUI PO, KOWLOON",No,2017-10-06
CR-2003-01746,CHAN TIN SHING CHINESE MEDICAL CLINIC,Yes,S1 & S2,"G/F, 21A SAN SHING AVENUE, SHEUNG SHUI, N.T.",No,2017-10-06
CR-2003-01747,TAK SHUN MEDICINE HONG,Yes,S1 & S2,"G/F, 1088 CANTON RD, MONG KOK, KOWLOON",No,2017-10-06
CR-2003-01749,TAI CHEONG TONG,Yes,S2,"SHOP 5, G/F, KAU CHIN STREET, LAU FAU HILL, YUEN LONG, N.T.",No,2017-10-06
CR-2003-01750,HUNG ON TONG,Yes,S1 & S2,"M/F, 2A WING SING LANE, YAU MA TEI, KOWLOON",No,2017-10-06
CR-2003-01751,CHEUNG CHOON DISPENSARY (O/B CHEUNG CHOON GINSENG DISPENSARY LIMITED),Yes,S1 & S2,"G/F, NO. 75 & 77 YEUNG UK ROAD, TSUEN WAN, N.T.",No,2017-10-06
CR-2003-01754,YAN SAU TICK CHEONG MED CO.,Yes,S2,"NO 1B, 1/F, TSING YI GARDEN COMM CTR, 7-19 TSING LUK ST, N.T.",No,2017-10-06
CR-2003-01756,MUI MONG MEDICINE CO.,No,S2,"G/F, 13 KWONG FUK RD, TAI PO, N.T.",No,2017-10-06
CR-2003-01759,TUNG HING MEDICINE CO.,No,S2,"G/F, 57 CARPENTER RD, KOWLOON CITY, KOWLOON",No,2017-10-06
CR-2003-01762,KAM WAH TONG,No,S2,"SHOP 18, 1/F, WUN FAT BUILDING, 8 WANG FAT PATH, YUEN LONG, N.T.",No,2017-10-06
CR-2003-01766,MEDICINE CITY CO.,Yes,S1 & S2,"SHOP F, TREASURE COURT, NO.28 BELCHER'S STREET, SAI WAN, HONG KONG",No,2017-10-06
CR-2003-01769,HSU'S GINSENG AND BIRD'S NEST (O/B HSU'S ENTERPRISES LIMITED),No,S2,"G/F, 147 WING LOK ST, SHEUNG WAN, HONG KONG",No,2017-10-06
CR-2003-01773,TUNG FUNG TAI GINSENG LIMITED,Yes,S2,"G/F, 188 QUEEN'S RD C, HONG KONG",No,2017-10-06
CR-2003-01775,LUNG HING MEDICINE CO.,Yes,S2,"SHOP NO 20, BLK 1, LUNG MUN OASIS, LUNG MUN RD, TUEN MUN, N.T.",No,2017-10-06
CR-2003-01779,"CHOI WAN CHINESE PRODUCTS CO., LIMITED",Yes,S2,"SHOP 3, PHASE II MARKET, CHOI WAN I ESTATE, KOWLOON",No,2017-10-06
CR-2003-01782,WING CHEONG MEDICINE CO.,Yes,S2,"G/F, 14 LUNG CHI PATH, NGAU CHI WAN, KOWLOON",No,2017-10-06
CR-2003-01784,LOK SANG TONG MEDICINE SHOP,Yes,S1 & S2,"G/F, A2, 23 FUK WING ST, SHAM SHUI PO, KOWLOON",No,2017-10-06
CR-2003-01787,"TUNG SHING CHINESE HERBS CO., LIMITED",Yes,S2,"G/F, 27 DES VOEUX RD W, HONG KONG",No,2017-10-06
CR-2003-01789,WING FAT MEDICINE CO.,Yes,S2,"FLAT/RM A, G/F, ON YUE BUILDING, 140 TSUEN WAN MARKET STREET, TSUEN WAN, N.T.",No,2017-10-06
CR-2003-01792,WING CHEONG MEDICINE CO.,Yes,S2,"SHOP A1, G/F, TAK CHEONG HOUSE, 174 NGAU TAU KOK ROAD, KOWLOON",No,2017-10-06
CR-2003-01796,TAK CHEONG CHINESE HERBS COMPANY,Yes,S2,"G/F, 1 SHEUNG HEUNG ROAD, TO KWA WAN, KOWLOON",No,2017-10-06
CR-2003-01797,CHAN MING KEE MARINE PRODUCTS,No,S2,"STALL #MN 70-71, 1/F, UC PEI HO ST COMPLEX, PEI HO STREET, KOWLOON",No,2017-10-06
CR-2003-01798,HOP TAK LOONG,Yes,S2,"G/F, 171 QUEEN'S RD W, HONG KONG",No,2017-10-06
CR-2003-01799,WUI CHUN TONG,Yes,S1 & S2,"SHOP STALL NO.30-32, SIU HONG MARKET, TUEN MUN, N.T.",No,2017-10-06
CR-2003-01800,PUI KEE,No,S2,"FLT 11, 24 & 23, G/F, LEE BO BLDG, TSING HO SQUARE, TUEN MUN, N.T.",No,2017-10-06
CR-2003-01804,WAI KEUNG MEDICINE CO.,Yes,S1 & S2,"SHOP 33, G/F, BLK C, HOI TAO BLDG, 7 BELCHER'S STREET, HONG KONG",No,2017-10-06
CR-2003-01805,MAN THAI MEDICINE CO.,Yes,S2,"FLAT/RM 6-8, G/F, RICH BUILDING, TSING MIN PATH, TUEN MUN, N.T.",No,2017-10-06
CR-2003-01808,FAN KOON HEI CLINIC,Yes,S2,"SHOP 43 & 44, G/F, 1-3 YEE SHUN ST, CHAI WAN, HONG KONG",No,2017-10-06
CR-2003-01811,MAY SIN TONG HERBALIST,Yes,S2,"G/F, 35A, 37 & 39 MAIDSTONE RD, TO KWA WAN, KOWLOON",No,2017-10-06
CR-2003-01812,DAI DAI GINSENG MEDICINE CO.,Yes,S1 & S2,"G/F, 28 YUK WAH CRESCENT, TSZ WAN SHAN, KOWLOON",No,2017-10-06
CR-2003-01815,SANG CHEONG HO,No,S2,"G/F, 120 DES VOEUX RD W, HONG KONG",No,2017-10-06
CR-2003-01818,HK JEBN LIMITED,No,S2,"FLAT/RM 03-05, 13/F, CARNARVON PLAZA, 20-20C CARNARVON RD, TSIM SHA TSUI, KOWLOON",No,2017-10-06
CR-2003-01819,HK JEBN LIMITED,No,S2,"SHOP NO UG088, UPPER GROUND FLOOR, METRO CITY PHASE II, TSEUNG KWAN O, N.T.",No,2017-10-06
CR-2003-01820,TAI SUN MEDICINE COMPANY,Yes,S2,"G/F, 19 SAN KAN ST, SHEUNG SHUI, N.T.",No,2017-10-06
CR-2003-01832,PING ON TONG,Yes,S1 & S2,"STALL S13. 14. 15, YAN OI MARKET, CHI LOK FA YUEN, TUEN MUN, N.T.",No,2017-10-06
CR-2003-01833,GOOD VIEW DISPENSARY (O/B HONEST 2000 LIMITED),Yes,S1 & S2,"G/F, 126 PEI HO STREET, SHAM SHUI PO, KOWLOON",No,2017-10-06
CR-2003-01837,THREE SISTER DRY FOOD CO.,No,S2,"FLAT/RM D61, 1/F, TAI PO COMPLEX, HEUNG SZE WUI ST, TAI PO, N.T.",No,2017-10-06
CR-2003-01840,TAK LEE MEDICINE HONG,Yes,S1 & S2,"ROOM 303, WAYLAND HOUSE, 55 SHEK PAI WAN ROAD, ABERDEEN, HK",No,2017-10-06
CR-2003-01842,SUN CHEONG GINSENG MEDICINE CO.,Yes,S2,"FLAT/RM 12, G/F, KA LIM LAU, KA WAI CHUEN, HUNG HOM, KOWLOON",No,2017-10-06
CR-2003-01845,CHAN WO KEE STORE,No,S2,"G/F, NO 10A POKFULAM VILL, HONG KONG",No,2017-10-06
CR-2003-01848,SUM KEE PROVISION STORE,No,S2,"STALL NO H15, G/F, HAU TAK EST MARKET, JUNK BAY, KOWLOON",No,2017-10-06
CR-2003-01849,YAU LUEN MING KEE,Yes,S1 & S2,"NO 43, G/F, TAI PO PLAZA, N.T.",No,2017-10-06
CR-2003-01852,LEE KUNG YEUNG CHINESE MEDICINE CLINIC,No,S2,"FLAT/RM 1709-1710, PAKPOLEE COMMERCIAL CENTRE, 1A SAI YEUNG CHOI STREET SOUTH, MONG KOK, KOWLOON",No,2017-10-06
CR-2003-01854,TAI WAH MEDICINE HONG,Yes,S1 & S2,"G/F, 6 NAM SHING ST, TAI PO HUI, N.T.",No,2017-10-06
CR-2003-01863,MING TAI MEDICINE CO.,Yes,S1 & S2,"STALL S213-S214, WONG TAI SIN TAI SHING MKT, KOWLOON",No,2017-10-06
CR-2003-01867,"LONG LIFE GARDEN (H.K.) CO. (O/B LONG LIFE GARDEN (H.K.) CO., LIMITED)",Yes,S1 & S2,"16/F., GOFUKU TOWER, 62-64 WOOSUNG STREET, JORDAN, KL",No,2017-10-06
CR-2003-01870,WUN TUNG (FAT KEE) MEDICINE CO.,Yes,S1 & S2,"FLAT/RM 203-204, 2/F, WO CHE PLAZA, WO CHE ESTATE, SHA TIN, N.T.",No,2017-10-06
CR-2003-01871,YAN YAN DISPENSARY,Yes,S2,"SHOP TC6, TIN CHAK SHOPPING MKT, TIN SHUI WAI, N.T.",No,2017-10-06
CR-2003-01872,HANG LEE MEDICINE COMPANY,Yes,S1 & S2,"SHOP G12, KINGS WING PLAZA 1, NO.3 ON KWAN ST, SHEK MUN, SHA TIN, NT",No,2017-10-06
CR-2003-01873,CHARLSON PHARMACEUTICAL CO.,Yes,S2,"FLAT/RM 15, M/F, WAYSON COMMERCIAL BUILDING, 28 CONNAUGHT ROAD WEST, HONG KONG",No,2017-10-06
CR-2003-01876,CHEONG SENG TONG,Yes,S2,"FLAT/RM 22-23, 1/F, FU TOR LOY CENTRE PHASE 1, 34 CHERRY STREET, TAI KOK TSUI, KOWLOON",No,2017-10-06
CR-2003-01877,WANG TAT HERBS & MEDICINE DRIED SEAFOOD CO.,Yes,S1 & S2,"SHOP 67, 1/F, COMMERCIAL CENTRE, SADDLE RIDGE GARDEN, MA ON SHAN, N.T.",No,2017-10-06
CR-2003-01879,WING FUK MEDICINE CO. (O/B WING FUK MEDICINE),Yes,S1 & S2,"SHOP 45, G/F, LUNG FUNG PLAZA, SHEUNG SHUI, N.T.",No,2017-10-06
CR-2003-01881,MAN TAK TONG CHINESE MEDICINE CO.,No,S2,"ROOM 1408, 14/F, YU SUNG BOON BUILDING, 107-111 DES VOEUX ROAD C., HONG KONG",No,2017-10-06
CR-2003-01883,KWONG KEE,No,S2,"G/F, A1, SAI WAN HO MKT, HONG KONG",No,2017-10-06
CR-2003-01884,CHU BONG GROCERY,No,S2,"A72, NGAU TAU KOK MKT, KOWLOON",No,2017-10-06
CR-2003-01886,LAU KEE,No,S2,"D177 & D178, 1/F, SAI WAN HO MARKET, SAI WAN HO, HONG KONG",No,2017-10-06
CR-2003-01893,SUN HONG MEDICINE COMPANY,Yes,S2,"G/F, 11 KWONG FUK ST, SHEUNG SHUI, N.T.",No,2017-10-06
CR-2003-01895,CHEONG CHEONG NIN,Yes,S2,"G/F, NO 58 CHUNG MEI CHUEN, TSING YI, N.T.",No,2017-10-06
CR-2003-01896,PO ON TONG,Yes,S1 & S2,"SHOP 33, G/F, UPTOWN SHOPPING ARCADE, TUNG WAI CRT, 3 TSING LING PATH, TUEN MUN, N.T.",No,2017-10-06
CR-2003-01902,YY CHAN FUNDAMENTAL HEALTH CARE CENTER,Yes,S2,"D155, 156, 158, 159, YUE KWONG ROAD MARKET, ABERDEEN, HONG KONG",No,2017-10-06
CR-2003-01911,"WELLCOME (O/B THE DAIRY FARM COMPANY, LIMITED)",No,S2,"SHOP NO 123-124, LEVEL 1, LEI YUE MUN PLAZA, 80 LEI YUE MUN ROAD, YAU TONG, KOWLOON",No,2017-10-06
CR-2003-01914,"WELLCOME (O/B THE DAIRY FARM COMPANY, LIMITED)",No,S2,"SHOP NO 6, G/F, SHOPPING CENTRE, KWONG TIN ESTATE, LAM TIN SOUTH, KOWLOON",No,2017-10-06
CR-2003-01915,"WELLCOME (O/B THE DAIRY FARM COMPANY, LIMITED)",No,S2,"1/F, KWONG WAH CENTRE, 34 38-46 FAU TSOI STREET, YUEN LONG, N.T.",No,2017-10-06
CR-2003-01916,"WELLCOME (O/B THE DAIRY FARM COMPANY, LIMITED)",No,S2,"SHOP NO 126, LEVEL 1, SHOPPING CENTRE, POK HONG ESTATE, SHA TIN, N.T.",No,2017-10-06
CR-2003-01917,"WELLCOME (O/B THE DAIRY FARM COMPANY, LIMITED)",No,S2,"102, LEI CHENG UK SHOPPING CTR, LEI CHENG UK ESTATE, KOWLOON",No,2017-10-06
CR-2003-01919,"MARKET PLACE BY JASONS (O/B THE DAIRY FARM COMPANY, LIMITED)",No,S2,"1/F, 5 PERKINS ROAD, JARDINE'S LOOKOUT, HONG KONG",No,2017-10-06
CR-2003-01924,"WELLCOME (O/B THE DAIRY FARM COMPANY, LIMITED)",No,S2,"SHOP NO. 31, G/F, PING WUI CENTRE, PING WUI STREET, YUEN LONG, NT",No,2017-10-06
CR-2003-01927,"WELLCOME (O/B THE DAIRY FARM COMPANY, LIMITED)",No,S2,"SHOP A OF SHOP NO. 3, G/F, PERFECT MOUNT GARDENS, 1 PO MAN ST, HONG KONG",No,2017-10-06
CR-2003-01930,"WELLCOME (O/B THE DAIRY FARM COMPANY, LIMITED)",No,S2,"SHOP NO. 104, 1/F, KAI TIN SHOPPING CENTRE, KAI TIN ESTATE, LAM TIN, KOWLOON",No,2017-10-06
CR-2003-01938,LAU KWONG KEE,No,S2,"SD99 SD129, LUEN WO HUI MARKET, FANLING, N.T.",No,2017-10-06
CR-2003-01940,PO HONG TAI MEDICINE CO.,Yes,S2,"SHOP NO 8, BO HEI COURT SHOPPING ARCADE, SHUN NING RD, SHAM SHUI PO, KOWLOON",No,2017-10-06
CR-2003-01944,NG TAI MUI,No,S2,"FLAT/RM 151, 1/F, SAI WAN HO MARKET, HONG KONG",No,2017-10-06
CR-2003-01946,WING SHING MEDICINE HONG,Yes,S1 & S2,"FLAT/RM 124J2, G/F, YEE ON COURT, 124J ARGYLE STREET, HO MAN TIN, KOWLOON",No,2017-10-06
CR-2003-01949,"WELLCOME (O/B THE DAIRY FARM COMPANY, LIMITED)",No,S2,"SHOP 11, G/F, SHEK LEI SHOPPING CTR PHASE 2, SHEK LEI EST, KWAI CHUNG, N.T.",No,2017-10-06
CR-2003-01950,GRACE CHINESE MEDICINE AND ACCUPUNCTURE CENTRE,Yes,S1 & S2,"RM 1702-3, 280 COMM BLDG, 276-280 PORTLAND ST, MONG KOK, KOWLOON",No,2017-10-06
CR-2003-01952,"WELLCOME (O/B THE DAIRY FARM COMPANY, LIMITED)",No,S2,"SHOP NO 9, CARPARK BLOCK NO 1, SHEK WAI KOK ESTATE, N.T.",No,2017-10-06
CR-2003-01955,"WELLCOME (O/B THE DAIRY FARM COMPANY, LIMITED)",No,S2,"PORTION OF G/F, HAU FOOK BLDG, NOS. 562, 564, 566 & 568, QUEEN'S RD WEST, HONG KONG",No,2017-10-06
CR-2003-01956,"WELLCOME (O/B THE DAIRY FARM COMPANY, LIMITED)",No,S2,"SHOP LG1 & LG2, FORTUNA HOUSE, 118 LEI MUK ROAD, KWAI CHUNG, N.T.",No,2017-10-06
CR-2003-01964,LINGNAM MEDICINES,Yes,S1 & S2,"SHOP D, G/F, 489 SHANGHAI ST, MONG KOK, KOWLOON",No,2017-10-06
CR-2003-01965,"WELLCOME (O/B THE DAIRY FARM COMPANY, LIMITED)",No,S2,"BASEMENT OF WANCHAI COMM CTR, 194-204 JOHNSTON ROAD, HONG KONG",No,2017-10-06
CR-2003-01966,"WELLCOME (O/B THE DAIRY FARM COMPANY, LIMITED)",No,S2,"3/F, WAN TSUI COMMERCIAL CENTRE, WAN TSUI ESTATE, CHAI WAN, HONG KONG",No,2017-10-06
CR-2003-01969,"WELLCOME (O/B THE DAIRY FARM COMPANY, LIMITED)",No,S2,"SHOP 201A, 2/F, LEE YIP HOUSE, SHUN LEE ESTATE, 15 LEE ON ROAD, KOWLOON",No,2017-10-06
CR-2003-01971,"WELLCOME (O/B THE DAIRY FARM COMPANY, LIMITED)",No,S2,"SHOP NO 4, LOWER G/F, LAI BO GARDEN, 360 SHUN NING ROAD, KOWLOON",No,2017-10-06
CR-2003-01974,"WELLCOME (O/B THE DAIRY FARM COMPANY, LIMITED)",No,S2,"SHOP NO. 206-211, PODIUM FLOOR, TIN KEI HOUSE, SHUN TIN ESTATE, KWUN TONG, KOWLOON",No,2017-10-06
CR-2003-01976,"WELLCOME (O/B THE DAIRY FARM COMPANY, LIMITED)",No,S2,"ALL PORTION ON G/F & THE WHOLE OF BASEMENT, TUNG CHUN COMM CTR, 438-444 SHANGHAI STREET, KOWLOON",No,2017-10-06
CR-2003-01977,CHAN MAN CHEUNG DISPENSARY,Yes,S1 & S2,"G/F, 105 SHEK YAM RD, SHEUNG KWAI CHUNG, N.T.",No,2017-10-06
CR-2003-01978,"WELLCOME (O/B THE DAIRY FARM COMPANY, LIMITED)",No,S2,"SHOP A & B, LOWER G/F, WEARBEST BLDG, 66 TO KWA WAN RD, TO KWA WAN, KOWLOON",No,2017-10-06
CR-2003-01980,"WELLCOME (O/B THE DAIRY FARM COMPANY, LIMITED)",No,S2,"1/F, 2-4 WATFORD ROAD, THE PEAK, HONG KONG",No,2017-10-06
CR-2003-01981,"WELLCOME (O/B THE DAIRY FARM COMPANY, LIMITED)",No,S2,"SHOP NO 5, LEVEL 2, STAGE III, SHATIN PARK, 13-15 KONG PUI ST, STTL 127, SHA TIN, N.T.",No,2017-10-06
CR-2003-01982,"WELLCOME (O/B THE DAIRY FARM COMPANY, LIMITED)",No,S2,"SHOP NO 2, G/F, SHEK SAU HOUSE, SHEK LEI (I) ESTATE, KWAI CHUNG, N.T.",No,2017-10-06
